,ASM,Contrast,Correlation,SSV,IDM,SA,SV,SE,Entropy,DV,DE,IMC1,IMC2,MCC,DfASM,DfContrast,DfCorrelation,DfSSV,DfIDM,DfSA,DfSV,DfSE,DfEntropy,DfDV,DfDE,DfIMC1,DfIMC2,DfMCC,label
0,0.00018239704798735047,336.41256663916033,0.8454012942298661,1087.8192001905522,0.09124862538160478,237.44437900305414,4014.864234123038,8.020990227852534,13.045804452751664,0.0001394811385649903,5.097653008762015,-0.15699790187432056,0.9344501170512889,6.374628494414657,0.00013542331662636358,388.90996253174694,0.17835736399209456,8.344606586040754,0.06849368393706776,2.1403750774002788,389.2748546768271,0.06202745700196566,1.1508239085722831,0.0001248047918594044,1.2026406548562765,0.16258574692586947,0.09423913375944981,1.1240264519969303,medium
0,0.00021537020398636433,283.816458307683,0.8681551538719023,1075.935535226749,0.09553163744869876,238.60275107180846,4019.925682599307,7.986949992329162,12.842696629250621,0.0001682354697979002,4.947048485525249,-0.17492759415362003,0.9498800489222098,6.194329998253892,0.0001587821314722232,298.7464723103704,0.1384893880984568,9.808361168363263,0.08645104154307742,2.6941437887355733,300.3037795713244,0.042535975048574315,1.0351852016264989,0.0001398059287263937,1.0809313373261435,0.14715202525439616,0.06670671176310361,1.0648404449258857,dry
0,0.00013550349038558222,418.24823758739745,0.8497684199091289,1391.566667599607,0.07894382399445792,238.7322898012444,5148.018432811018,8.199843242919686,13.406165056534896,0.00011765473248540466,5.282055278743111,-0.15206658820124724,0.9342530019358255,6.860811668378138,0.00010193342327339203,475.2703201785359,0.17027981474324938,11.711020980168541,0.06144999354193642,2.14039816393921,470.86315485407977,0.056226074228202805,1.1091873556095226,0.00010504507611532365,1.1708041201621873,0.15272924722489534,0.0932223316181342,1.3906433480748888,wet
0,0.00024095236766846857,291.1344880608984,0.847950687998159,956.9283962779735,0.09526922008824254,230.5024390671569,3536.579097050996,7.892390061365905,12.769929893824216,0.0001654825449787258,4.972610824435313,-0.16178626276561944,0.9364249605014928,6.136594295798442,0.00016501544938875583,310.8651676664084,0.16192280270700787,11.04809712241331,0.09442952981987869,2.7415557778097366,312.66439428656304,0.04699673857733533,1.0606211788831104,0.00013013406324438855,1.091810201417891,0.1526623350675692,0.08775284054719323,1.1502476116371216,medium
0,0.0002648471006796105,267.03843698178605,0.8477055035669514,876.5621331564829,0.0996077609028324,239.33554766031799,3239.210095644145,7.81016213960585,12.614030002127647,0.00018193146079471071,4.890852599467091,-0.1630962967506771,0.9363823846416073,5.984893522294542,0.00017945653409077143,289.7108935130989,0.1650637614180115,4.605602693040055,0.08759640701208472,2.4095432585400545,290.8241342259644,0.0501880634379388,1.0526910398043103,0.00015145973840635177,1.125817087984176,0.15340911894283488,0.08798287670889826,1.070293414349253,dry
0,0.00014663327738493896,390.53363110019006,0.8544769346250198,1341.5645395105057,0.08713977983585666,233.06495683876966,4975.7245269418245,8.179030015535329,13.3136452966049,0.0001268825809659509,5.21296582649198,-0.15959552423225531,0.9408430116240345,6.55908201247231,0.00011669160738467058,442.7578636385357,0.16464684350439673,12.101898115264703,0.059677674155390215,2.164351119588389,446.1007576022894,0.05732387554915519,1.128553175256867,0.00011459584586456253,1.1717077814882204,0.1560822557358425,0.08221441598363388,1.2026964717680277,medium
0,0.00012391430945029658,455.269198610681,0.8470882586958063,1488.3576682880532,0.07471050974268233,230.89186540581233,5498.161474541519,8.24696286298908,13.530462887698222,0.00011062877195677109,5.354619242360083,-0.14729862755285023,0.9302385657631155,7.049799266983429,0.00011038125477059253,523.2567160896351,0.1752746994279608,15.731052196511882,0.050168219971685524,2.3301159299608116,525.43780054948,0.05800785794083119,1.1965849675371025,0.00011472084321734339,1.253009943418565,0.16383721485818922,0.09880191869009036,1.7343865551776751,wet
0,0.00021386816514678368,318.4392636329406,0.8524691890570154,1078.9765267631742,0.09331841424199906,227.99498389169898,3997.466843419755,7.9894280046057595,12.92773977997544,0.00015540078787444213,5.022035150969563,-0.16440292000197437,0.9408699233935783,6.31759908478774,0.00015259705241268978,342.4523154879115,0.15836066557994488,10.044527032174301,0.0930900776544829,2.744095862692234,344.639731903495,0.05149650276547213,1.0463371973501516,0.00012254713780411407,1.103620931615973,0.14861127102245647,0.08158031617471984,1.3378282548491391,dry
0,0.00018147910930916072,384.9262448452389,0.8338959685104398,1158.4172273030708,0.08831211026049515,236.92291144178964,4248.7426643670315,8.05553988479094,13.106124457236113,0.00013817681333478646,5.134116709006667,-0.15810912391253945,0.9369748705130182,6.235381716173963,0.00013085931706095707,439.2179468250025,0.18916372459137898,7.567466413260263,0.07205011312962473,2.709858330074951,436.7961616364046,0.06231197434219382,1.1142522849534124,0.00012063375547191029,1.1951368116419845,0.156481614235287,0.08989294917861845,1.1315184084198133,dry
0,0.0001786945921220409,340.1198212132628,0.8435181834191685,1086.5195442626073,0.08960473086730704,236.8216176005905,4005.958355837158,8.017018606771847,13.065454237995075,0.00013790611002425574,5.124906804127712,-0.15313572165173173,0.9319585461706628,6.492325406417658,0.0001259720214059798,380.84522154921996,0.17492836088153274,6.467509016300028,0.06522724624028485,2.2053568489629924,379.7959609711543,0.058713160859672264,1.0349947188017072,0.0001125026569576425,1.0894641536565546,0.1462529103576773,0.09478676402645114,1.1362835602099937,medium
