,ASM,Contrast,Correlation,SSV,IDM,SA,SV,SE,Entropy,DV,DE,IMC1,IMC2,MCC,DfASM,DfContrast,DfCorrelation,DfSSV,DfIDM,DfSA,DfSV,DfSE,DfEntropy,DfDV,DfDE,DfIMC1,DfIMC2,DfMCC,label
0,0.0002719931313679542,218.64860901255255,0.9001489023019976,1094.7314665825993,0.11855308567498667,243.68283569881956,4160.277257317841,7.990747432739048,12.60838556753922,0.00018628108104030047,4.731207709287261,-0.20463924312503576,0.9670707906197187,6.043429212069242,0.00016874442442887938,239.74475532409872,0.10938969179875246,3.1888519744879886,0.08418403749257938,1.8798476155684227,238.2734245094398,0.02878687965610993,0.9734884390190288,0.00012893988168282712,1.0200642135686202,0.13863062775594934,0.04409602508212751,1.3105605204259625,dry
0,0.0001374337414476028,307.02098367815415,0.9101409828057094,1708.011371983528,0.09095474497087105,230.81420151554372,6525.024504255948,8.363952236880461,13.332724986925403,0.00013736616066434916,5.070288063246339,-0.19742700834409777,0.9681348982831234,6.744955873009037,0.00012070272952703923,289.6817113004807,0.08466894247671974,4.839846804357876,0.09249346174197005,1.4988219060068104,279.68807442254183,0.028957205789282625,0.8987885669478466,0.00013493090356754686,0.9497600750134367,0.121260134008528,0.04272270341555129,1.9779312811780008,wet
0,0.0002583157120798578,221.87753684204984,0.9082480760689593,1208.4754375478608,0.116539839456611,261.9591532533169,4612.024213349383,8.067469163614257,12.72722243018315,0.00017863328512669025,4.777029035584316,-0.20702000481034083,0.9685253296465585,6.391316925796849,0.00018980644561535266,223.201104863467,0.09222426178410092,9.45590530559275,0.09086180457584848,2.565420596669867,227.62927755030978,0.028794542127997147,0.8493979916125571,0.00014224960108510167,0.867535239712951,0.11929699338914873,0.043378319562754064,1.5976315024905432,dry
0,0.00021750965407686172,209.07364617782017,0.919585023451148,1299.5149023511037,0.11463461503871607,235.31253710572585,4988.985963226584,8.167589554311027,12.825025736136507,0.00017769537890830242,4.768562270942038,-0.21756279326784034,0.9744124100992123,6.2387316857351856,0.00018007817998846672,203.4919940125505,0.07818470448968029,7.519258164218627,0.09829033954102177,1.8971035785188803,204.8146439772463,0.025288436670075853,0.9161476551214669,0.00015712192843233468,0.9326133604884417,0.12686919746937483,0.03370297644329767,1.782064831351514,medium
0,0.00013994264672187714,261.9171325549324,0.929591599265569,1859.8055118023963,0.09704828986664996,225.0126649569656,7177.304914654644,8.411734019981015,13.277528437895104,0.00014869828206646828,4.964551430019384,-0.21532313106156786,0.9761873432227761,6.5016052170054115,0.00011515779695482505,271.1202417480738,0.072852390264451,2.568427310869083,0.09488039869119166,1.3390424088960344,269.47639889222046,0.026931064212895706,0.8747364252646772,0.00013394359429554634,0.9010500142175681,0.1175573830877574,0.0346316791864284,1.831608659362801,wet
0,0.0002605892283265416,209.88017212988962,0.8960456817663752,1009.4395768143638,0.11312574355156443,238.39090999691558,3827.878135127561,7.964882063050576,12.598546754810302,0.0001830849858060432,4.732362964773412,-0.2004060437168171,0.9643116007649822,6.008579676480911,0.0002033265529211991,225.71593794833407,0.11177368948746347,0.8711456594937772,0.09754568246165794,2.110547721130189,223.59900336027204,0.036687475869829456,0.9230388702701511,0.0001498075682890253,0.9654102663135227,0.1317992890426509,0.04940894966638831,1.4705939609561316,dry
0,0.00022862542883504355,245.49664415959276,0.886650784817543,1083.1368108737488,0.10911278549489042,240.49130420803914,4087.0505993353977,8.019017076036887,12.7923517141872,0.00016763246935554344,4.858466201927083,-0.18795223297790098,0.9588417290488856,6.123602493144991,0.0001808825732201711,267.7102177646699,0.12376106560501698,4.664515507758551,0.06915235307554667,1.8883178299934684,270.7527049046839,0.03988599547868965,1.0886312308503978,0.00014535526247327693,1.1007853978482673,0.15439244168415817,0.05706330624972289,1.3470226688380507,dry
0,0.00028908221081122196,185.8107856197695,0.9188528688626558,1144.3805855406374,0.1312837400072657,266.6399234636855,4391.711556542771,8.034124135434821,12.537237193428158,0.00019989586733421038,4.632125171958764,-0.22409229976358663,0.9750709046340119,6.192454644787934,0.00021048520361843215,200.0084096968702,0.08718947089751516,8.792585054532537,0.09838180891304747,1.9791461281217266,198.4187494670623,0.024187228078769607,0.8363170469071868,0.0001525559517461083,0.8289000353474352,0.11816469591917331,0.03529310464162305,1.4936876526962743,dry
0,0.000172497623531649,256.4882042207944,0.9170384792538075,1545.6821702016482,0.10691931042827922,234.44333552163496,5926.240476585798,8.292912000267219,13.102493549303965,0.00016144600642632094,4.906961612241925,-0.21072751284358576,0.9733859937433879,6.28519544256865,0.00012032028930145526,262.18694416461835,0.08477897658181943,3.573063119167273,0.08077429533620484,1.8420271428014416,264.0323689483557,0.026974180793262192,0.9210197538189995,0.0001215759901667009,0.9292730275580245,0.12581437162431616,0.03510277701428488,1.497033346832593,wet
0,0.0003194902773150279,185.65049279816304,0.9078625828726662,1006.9298694437491,0.13119282227094262,265.87250657439165,3842.068984976822,7.916415374506489,12.418881162687683,0.00021281192833942116,4.6231499888088115,-0.2120027975931797,0.9691826590185564,6.1429941036018025,0.00022656486094449753,210.2040322683776,0.10407736391886335,8.532616558848531,0.09435352290612666,1.9253365902213204,207.5219789174298,0.0275670119878777,0.8389650832826767,0.00015857172033953619,0.8670823407101658,0.11995279924667973,0.043880021090798915,1.458411169916494,medium
